X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
1,8,jan,sun,89.4725594518552,119.45290531432921,167.14376259396752,5.085995602867827,32.43855802602811,97.20046965253731,12.969936933863336,7.121438075315063,173.1840336324578
2,4,mar,tue,99.44107744037075,47.604357872719035,790.1157361814247,9.316557275992809,33.618379779160705,96.32853830560292,0.6888257966478006,7.93685164635908,55.5564472301534
7,9,may,sat,92.70639109622407,1.8378203075541277,393.8693939802925,4.372700748498453,26.833775103576272,41.17448340082246,15.63877961081995,2.451180407775415,208.18235759809954
1,4,mar,thu,80.41837865929271,79.95211384661357,741.0518271272141,24.327088711574508,30.566758605245276,19.1238725208323,11.647608826233242,8.218027009817432,75.05328797592614
1,6,nov,tue,88.45537678741742,9.30362358662913,635.722030041391,28.379934728066118,12.273575568450369,77.46507536222582,18.49240600087365,2.145660390369226,169.81640940986566
1,7,jun,thu,84.07583390710036,202.69630326890788,32.811737149132455,8.694637742269142,13.19764968376527,73.91955796882372,18.785815085847243,8.929747175749796,343.68997533123814
5,9,may,mon,93.4345821107012,298.87426096117025,717.3796935194919,2.8716301777034436,28.63596673457629,26.682754743300052,7.418117639404816,1.4330348286297512,222.73335723593934
3,3,jul,wed,92.31058288778642,149.44706712091494,350.1212393122223,4.394986501470139,35.73377760385636,48.29629878703869,17.697203914468723,2.015990114137333,302.922122511919
5,8,sep,fri,88.93795967717936,266.9383502337117,34.19347560727557,1.839525684236808,22.333846458036525,61.336821919792,15.250076371422734,8.147903101708305,435.6864926339533
5,5,dec,tue,88.58128467697566,195.4863699984004,142.5572122204862,5.78858037440464,20.739439009173488,88.93332937696833,10.652366617336579,9.202874290672069,714.3181793095101
1,5,dec,fri,81.16123048507437,99.39254309479429,630.0099436101699,10.957620006138173,24.50584542528199,64.61549888381589,9.981499633539288,0.4365605655777105,8.139755665101722
3,1,jun,sat,90.13047790795356,115.0762171117374,541.1242070663708,2.9051188392857785,37.71335165767306,28.278124001537687,11.87928089025182,3.6839009641840317,322.772747271858
4,1,nov,fri,85.43472228110095,280.42500948413095,504.27470358389616,21.18153497960676,9.835654265149106,36.729725821355984,1.6429434295895495,3.075030635670317,936.7708489718638
6,3,apr,tue,99.26358615953458,0.31789707192368954,493.5706554355971,10.779021247272016,38.324178618802,11.822327726884346,10.030099400356324,1.0209697629119807,711.0844293725859
8,1,apr,sun,92.02225254762502,76.59537216527103,461.1147750989403,22.132050702462443,28.405180835936903,12.902681321895468,0.44910962780445596,2.4563553508173808,973.7589069871156
4,6,dec,wed,93.29120985242865,188.3822687469737,629.7098936332429,18.27462414257701,18.35897350839149,62.38510101889771,4.681459279540401,5.9170484656388025,5.763276066921397
6,4,may,sun,92.29396278449116,73.46925768951115,41.31945739189611,2.660924591179975,11.234235071724262,44.0346250036704,0.9756410496972712,3.8755997775529205,810.9745496885887
6,1,nov,sun,93.92864179329067,83.68435796637785,391.11716983607556,17.24596690332339,34.57142072035201,95.63751271514342,19.046626864917233,6.274811777752882,0.5636569036312489
9,1,jun,thu,97.55278750014062,40.33902858743363,512.835081612971,15.238477921375216,6.4506043691325665,98.00978382592099,6.0955141287159424,9.57504465446711,252.30259796316568
4,9,nov,mon,81.07570687995916,241.14632504602918,647.6287180242523,0.628374947484045,9.209985509407772,19.602740183871582,18.787577273904397,3.364239923478033,920.3485781537441
2,1,feb,sun,85.08148805223834,244.83608797371883,639.5512147810351,13.715136638352249,34.50992323486164,10.959305213736792,7.964155484212645,7.0545829361211805,904.0157408691392
4,6,jun,fri,82.41501806931555,74.28799997395879,309.6812004562864,19.9468434917593,36.382274755725895,74.59885839971483,13.341823536957394,0.5183228125132644,956.5439367679562
7,4,feb,mon,94.28978445537238,8.510416958647172,76.12983538848823,23.883029991041067,32.69381993267825,37.840423011796545,12.851245289938412,4.014554085818438,957.9391601524248
9,7,oct,mon,82.9174802912887,129.72590358870744,559.4919872838097,26.067390688805567,11.330634539938814,80.68849930907966,4.123878734305297,2.878729449297798,443.46476878038396
2,8,mar,mon,92.30917720937693,29.083002709753803,714.8474917113111,10.672477072404845,32.31427035591048,90.38238721188912,1.192208548373086,2.9957590972221704,534.9469085569965
1,1,dec,fri,86.80732704063178,268.5778755012004,12.741417412247635,25.81330921028663,31.897273589569156,74.68973875688448,19.917876152630928,1.6224037549952441,653.8891826476283
7,8,feb,sat,80.65394120677199,25.410708885311216,340.10572821322637,29.847021153451237,8.484952290916311,21.904381443607598,3.6145628984134204,3.235397394218108,992.2206581561277
7,1,oct,fri,84.41920481435798,198.8806256861796,447.8771127703256,6.019193969041149,28.2096968902989,13.466510182432316,7.803554175250939,5.518953616074306,339.45868047146433
5,3,sep,tue,95.92081816321063,176.12794539296857,452.8407348322951,14.940262452918775,36.60444529694301,93.57502538135354,4.802574625071411,6.950892432608761,575.5051318530261
5,3,jan,sat,93.35910066203155,35.83156339913543,650.0399926163035,17.963944806207397,11.065471963009866,77.9555784381786,11.046607277087851,3.966651256853495,666.2925191999858
5,7,may,tue,95.8179422323019,256.2835334583684,445.86263824856076,20.1897214203397,11.671666952159333,88.3061242197812,2.0052557575719843,1.2326237590619793,863.2216717499499
3,5,feb,tue,87.45609936260237,47.99840324649942,606.9590199601363,27.741371995169242,23.20750227249113,27.313731581272354,15.737444652944056,5.171886348295775,125.29725151480775
2,2,sep,sun,83.60849120976727,44.809624183927866,224.11990756627702,10.230820355930248,36.67085855723579,31.754519310155676,19.18762236026118,8.112585549674193,706.864609898081
6,6,sep,wed,80.72856443345844,10.51119454439804,147.0501251728705,21.706139456911366,25.156379885929997,60.23102228219243,10.135602812248552,9.775751045913811,518.2270854772398
8,9,jul,mon,95.35140018343554,266.39800390321426,273.57610747599637,15.26582655980829,17.722125381530482,62.20836582770498,17.624451364500697,2.3863297080573744,766.5266050715425
1,6,jun,sat,84.27991106970069,165.47343314762335,679.365693341079,11.052941255076446,22.593893586098197,79.7589907934409,6.854994849170648,3.2892823150034967,871.1191687226026
7,3,oct,wed,82.45749504912173,87.44638386891378,19.213847531751416,1.6428486172076373,10.405672274573128,12.379868062351928,19.756533101030666,6.360948934870702,123.37655818963644
3,6,aug,fri,99.52123491072912,32.206500629769295,369.37085253934583,3.5267167709595837,31.699113791587894,75.39167829308352,7.943807110714134,8.474659989578097,222.26717989709766
6,6,apr,fri,93.53803008311084,86.08483826842478,28.63236278236654,29.054244946583065,25.52242621038729,22.121620368367218,17.412999039151504,8.386254766830142,870.7467061895829
6,6,oct,mon,80.05178967322846,229.21433352461258,566.2815328901394,1.5317512193303362,25.205319375950914,57.69949596952711,16.89355322708506,5.966182476755726,870.1616125481169
4,3,sep,wed,90.79428256400209,213.62064373562575,738.4083984913319,12.256663303550928,39.50224702568659,97.12930583166265,9.062435614551955,5.546419891070164,761.5118637426544
4,5,apr,sun,85.03020533186215,15.507128795601089,128.20730062642545,10.44738696416513,35.9088947920976,16.75356809625123,13.552640570240559,0.6633195829739547,861.2206220323382
3,4,may,fri,94.47733737609654,192.00990457801947,229.27849252571147,1.4706400531602504,16.9623009973958,96.78886343801999,1.4849438316630725,6.610967854639229,977.4889761217672
9,4,jun,sat,84.87075260501102,34.19923852969412,651.3343381863214,23.90923877161648,11.61994309056783,79.53159322200656,10.46708963851319,8.96154237509368,446.4758477642651
7,7,oct,sun,96.02408417153569,263.58373224637677,681.7368553754009,17.069985138073708,31.96317412652472,82.27768525901061,10.388388605296552,1.4708908010179633,994.9210555282546
6,9,aug,mon,92.31129590687914,241.4567241765978,561.9850499221355,28.97095660504046,10.388175030999143,33.97299246811052,7.4294866073416905,0.08780976728847922,356.0540087879273
8,9,dec,mon,80.88926521090008,0.2617355598381166,634.0259933936047,12.164785693289112,38.19717176084021,32.89268384604958,2.0805905540013248,2.842449611546096,156.98064617176811
4,8,nov,sun,84.23181669670701,223.0740155136073,704.273477517047,2.079243218428485,28.952612803555596,33.61485814394888,13.40040382750686,1.365673507764319,223.2859814231921
8,1,jul,thu,87.81046254378722,41.82985603814342,40.764799227082534,26.208601008418402,35.64683963914534,77.49019641293299,18.8752803071132,0.5817246967357015,331.9373841371106
9,2,jun,mon,99.31182759416232,116.86894636481043,364.3418365105646,8.863608807589195,10.202022770405009,59.37554263351024,12.323025978791629,2.104477927368613,795.5312378586726
7,3,apr,sun,96.30344969650126,84.1550653385422,230.3803869383975,23.383525476129037,19.797555345605403,83.69346200159278,11.781853917889418,6.332674118620868,813.0625858672807
3,7,dec,tue,84.9860646339432,230.72373439930936,417.63198277554744,1.4030774305819582,17.55484344010702,52.428720901134355,10.857381142362012,4.466078544571211,668.7455294073958
2,9,aug,wed,86.89920479901302,79.69305108973967,587.7649197965618,10.882774936873595,18.50145089164849,57.95876570622225,3.210774580727429,4.201414705958517,212.90657554193382
6,1,dec,sat,88.09072147844118,213.21497490790955,377.60831414369846,29.884045943547346,36.015066804692026,59.21928312584552,15.78322341310326,4.0476529055565935,385.2014960371365
8,9,jul,mon,83.49148219801766,224.59144830160162,50.268243673445134,27.63347723892325,9.048319899623475,61.35501760488089,12.097374062334868,4.810606937149814,384.4316996874996
6,6,dec,sat,91.55613897394369,284.07620358583074,784.1720442464656,4.653582671366666,23.47939136375884,76.55178958858174,1.8915228587807342,7.474938069557609,218.3478387859472
1,1,sep,sat,85.1814448963761,239.9839237665975,163.78047785533204,0.30753792001851465,39.54623302889115,41.747693282025296,0.6586604949866892,2.716144932769576,680.9273326200972
8,2,sep,thu,97.32877721640418,282.18752908107007,15.894253672925807,0.2240200374666379,12.011380509969658,39.59942933515818,5.569215769574938,2.8254211847289623,570.1358276459333
4,5,jun,sun,98.30372012648361,193.05460857342175,21.656967844244157,7.890573262797619,32.23892911382183,30.309983516525048,12.679325842586016,1.10253471305926,929.5538990598881
5,1,nov,thu,86.36045280476087,113.02801206517861,563.0173222843351,7.451778122917888,24.077121215151696,92.7277754248547,6.19604102876548,7.683867068637529,610.4391903048723
2,3,dec,tue,97.56961382405159,136.28426628825437,223.49138924265458,24.792154833479376,36.171043226551674,35.86132162857089,6.601693175402543,1.7282762700841758,177.5950135025861
3,2,dec,sun,88.05094882496627,59.97019389746651,83.0026445381753,8.20113399767661,27.46949016105007,90.28300656303678,4.858946224289218,1.0046143629716109,745.7221719230588
6,7,oct,mon,81.20414999792139,292.6791749112069,178.39565206302268,13.304561957153005,20.249466161553304,63.44787931809538,19.10173620116302,8.176984922189659,447.96588671355363
9,5,jun,thu,84.79054848552312,93.44426290353843,572.6313966537299,23.201352138162918,8.590435581731377,65.59921937450157,4.960544377831271,3.3027407295903677,704.3048300020836
1,4,apr,sun,99.14686134122688,253.33857566815024,143.24795606114202,25.006220443145306,8.357248887382324,66.64128958398199,19.985351288519542,9.391337709389894,633.1965201682242
2,2,mar,wed,80.36851955080851,290.15947863568636,714.0453489958841,0.7550399690981813,12.992391378903616,55.69455008859674,19.906099929837385,9.589658366265477,973.103878257948
4,8,jul,thu,80.61332867319207,297.70248668914616,147.93874894533215,24.46203023641807,5.702621923310386,45.95756387323643,12.729723821194305,7.207161028793932,436.99766146844877
5,5,oct,fri,89.84365337556883,29.965938406393622,182.8178403180833,12.162594198501358,14.024880292849339,50.48924714328342,14.968891429458186,7.291990094760706,140.51248231184198
2,4,oct,wed,94.16736223098756,95.03468647636294,296.3803213327559,25.34301298973013,15.32315674263668,78.54260672797439,12.94936161719028,9.808353347710778,999.9713534321946
6,2,nov,sat,91.54909867999811,60.00521870507184,763.2891359142177,18.536681705979184,38.99077021891202,77.52883724631911,8.97618387907838,9.18882993535268,402.90875329038056
6,8,jun,thu,90.34918011679926,48.91115376991119,789.1929441570164,19.765799325807407,25.415033106726327,36.07925196341975,17.61781966886103,7.343485373127317,485.6720367175623
1,4,jan,sun,99.07517963354007,232.72286428673473,578.3052722546057,2.98401399554981,38.278364880134966,55.62158259827215,9.625455791030697,5.605839639136513,628.2536705030523
4,3,nov,mon,87.26517079930315,272.1768568537338,107.54693348998039,25.391827808165395,27.722069792216892,51.58783430695709,15.350571662086296,5.41694123928907,579.2370495090565
2,4,aug,tue,80.02534971323746,63.58102705089972,774.5461057893331,9.750651172218568,24.6651548663235,22.7594971414389,11.926188624280744,3.656979582297324,972.4103355261467
8,7,jul,sat,85.33824968112496,9.221135581118322,498.1602675526256,24.13625971070738,7.294818316979245,75.21660602292135,13.351695698229179,3.1741812079899856,133.04281667467853
9,9,dec,sat,81.10049846814229,272.4111949456804,38.66077935209695,13.962948660542558,39.894030161268866,62.69901484325081,6.8436575018165,3.6743399476494973,749.548509555247
3,9,jun,sat,86.89860692464411,293.1640472089466,460.22846441364766,23.777444115382938,15.605417064583838,83.58078396769058,0.3995289743746655,9.440884656219499,432.8736628929939
8,6,feb,fri,92.21195945411525,64.57105711179035,559.5606803134689,20.6011549312327,20.1424589826279,93.51343705666184,17.38476613813781,7.5829384183436215,947.2069152845651
6,6,apr,sun,98.18675079850938,233.5139453837097,498.3063639035991,3.3838860959344608,18.733145454293343,38.96438040050094,9.602163741957522,2.87189024391878,15.610833461458862
7,4,feb,fri,88.35706114812115,271.6260134919728,225.50123479351117,0.8644171365001263,10.8003239589357,78.28257488726125,19.193269940953165,9.023431422843482,813.7451800940554
3,4,aug,thu,95.78750890827136,202.6488315689841,283.6905068981121,27.6964711454658,38.77064757859263,97.6613184178642,17.949845098418226,3.125557604732877,73.87198898614433
1,1,dec,fri,82.65091108575527,172.01087002493344,639.5528112735257,4.017222356146236,21.6399382081818,38.591505929937014,1.888374093456946,5.353720520722288,645.1178102542322
5,4,oct,fri,83.72229259079913,232.90296290466384,518.5213892942611,23.446324466135525,23.598211044506762,18.53659019826965,16.13323244514528,1.8330031051262285,557.6828478586038
5,9,may,sat,92.96049113635608,50.881590000821966,774.4518372896828,24.945937541281626,30.922807858108573,31.94448103894779,14.534155819158062,3.4006003778083684,941.3662488419399
6,5,dec,fri,93.42175669932391,173.48537516240066,619.5826483627077,16.037065414330456,23.364078991445226,26.038083757766014,15.981503053399635,9.824788532572622,155.71222781097993
1,9,mar,fri,99.41823579336862,91.8272910548271,576.2597315500802,11.046411954629567,37.280886824046966,86.82573254756572,8.540930024366117,3.425598182280801,792.2454499887828
4,7,mar,tue,90.54446286577935,102.71380333015136,117.36110318073844,27.554605773621425,31.42755814346679,44.69434493990966,17.869024471910134,3.90682717834675,880.7910169839266
9,4,apr,tue,96.34475584289515,19.078015416648974,786.346901910545,11.399115875414987,37.59103037429665,75.01080432307768,6.257033018474911,3.8168588870702447,280.4980977744047
3,6,sep,tue,87.84326330645474,293.34875984983216,356.59637285690167,29.45972841722431,34.89071811124475,42.271831563646636,5.138797345701458,9.57513185067511,867.4847046787116
2,3,jul,fri,94.42733939423913,60.626740251029496,92.34332237980816,1.3529950625006015,32.14701020750992,47.941697719163116,6.337242866514472,1.3639151804542482,44.29124422042685
2,4,jul,thu,82.67118742326763,150.7478412456507,126.97468708811144,12.9633518446459,32.89350423432478,94.62353516105786,6.022563058219326,3.2064867416832845,435.1309389038581
7,8,dec,sat,95.91471602631093,63.67456328260827,686.6450299411727,29.26099578286984,33.469071255778125,51.311258206327764,8.597624521938576,0.603475936820359,410.29642696798663
7,5,nov,thu,92.92530282940143,158.9460517848337,147.58673117124238,10.525558703150427,26.609557970393453,60.389014090856556,8.942745586552084,3.9686578353941924,604.7631712123703
6,7,feb,tue,83.53482766273298,100.39045521236591,768.6400380822748,24.337960047519267,38.352265298703756,54.42476458558796,13.377888807399565,8.886307521050652,207.25807121000926
3,8,dec,tue,80.44794765608114,12.581079070233248,644.8279810181907,14.042075225424416,30.174123065467455,56.25624563034312,9.686646345004071,2.7065561342338373,531.9321042493676
6,5,jan,sun,95.35760895979905,129.80791057382652,152.27445267282462,10.547797770423642,15.003356992926781,79.09309735575509,13.162873414652978,7.549398398736233,71.90556388149616
7,6,jun,mon,98.23172973146157,72.80849126334553,674.2613850389383,6.086280077012401,39.50999768425467,95.92004201146854,13.76063665824119,9.840891013478071,345.02465344425923
3,4,mar,wed,86.07836888467176,52.766807898819636,415.6096305172012,4.796645615997448,14.678183819627268,38.48482714504488,14.99753274084236,3.886400747432618,259.43905627885243
5,8,dec,wed,83.91830515605479,99.58629431599957,310.56466802575846,19.50927727766122,20.877708383507724,80.04251825520846,9.861769112379204,5.020952602750095,162.21498501612052
6,2,aug,fri,92.3846528374841,274.0822667512688,158.05136213113985,13.495080757639984,25.74379973833106,33.11193111511161,5.82694044894118,9.660093374467692,901.3687062207258
2,8,dec,mon,90.390361719498,50.86097159545402,559.1056532806994,22.9892867276329,37.127684903921434,34.097209241694785,3.0810065131369457,5.421663648174466,45.73806847468476
7,9,feb,sun,97.14059605069914,134.19810281352665,205.4789394477984,18.763258965728948,14.882212411799436,50.50606747369977,12.694348635740859,5.618241079743153,630.1717341599104
8,5,dec,fri,89.59462015426745,68.20517196995553,349.75575736649074,18.47299490899615,29.18530720196647,56.52045356961034,10.241540262581903,6.83958125123864,712.5046207513363
8,2,jun,thu,97.83213251016255,105.3446091217672,174.51272355968516,21.557658690183608,24.519553890098877,51.337675191401985,18.879628041456677,5.029653566366346,589.0196691406538
2,5,feb,wed,83.52275287052878,91.52645503062696,429.15051984435866,2.391903050261063,12.430849719240317,47.33075855325176,17.878191871057357,8.817258248600227,605.359880890534
7,1,dec,thu,97.46800211596398,128.77469291824553,628.7205628607521,21.282814170053904,22.760359158387544,12.050820089319775,5.807706260561742,9.417812428748862,710.5673366432461
5,4,sep,thu,96.85151916673836,69.17201965122996,589.9416940591494,4.685847163670394,33.240306573854006,94.10063380094158,11.695498308400037,1.6306765095889486,407.9297819203408
1,4,mar,wed,92.4478352880667,279.16828661171047,589.5469251071248,27.859992543881376,36.77413235131925,72.67386035669864,14.185922379995779,4.4117025631660916,939.7652181371581
3,5,jul,mon,80.30396050591817,54.21144548769979,235.55698721207614,26.5508218901957,19.646108677919777,53.772963210180485,14.239477707441704,1.14984223574224,359.92825215386057
3,5,nov,mon,95.4654494962651,209.78469203935296,589.6744144307864,3.0493929810721543,39.429078972362795,56.32657233156,9.901601419923534,5.723372238853843,407.69532837786994
5,2,jan,thu,89.00680737441807,199.3525903316556,438.7452732956537,26.35728627775724,26.281677403639485,28.53138605929571,16.300333806738397,3.5652449940304454,178.27595405786155
3,5,jul,tue,86.30107493036498,35.384288107837314,16.249777003450827,18.565100462069346,17.59559816509588,57.959516902467456,1.647017056520217,0.1025361191943075,312.6391069137848
1,2,may,sun,81.99091801968468,1.173942593832411,507.01144915219345,7.354659078024316,14.159278131522258,17.368450414905283,0.7264821770821106,9.75639305673665,423.58558265999136
6,7,jun,fri,81.53359810557734,213.65327518715515,404.05470801952583,21.83845297480652,26.723532925749655,68.46542948789238,17.44321568529385,6.827023592718034,777.9587293474544
3,3,jun,sun,85.14863827631171,52.48254523055094,254.75276791666676,15.944417343628995,32.247755265634055,47.831407537340304,8.49797500669962,6.232595236252637,20.636632075588523
9,9,aug,wed,93.96567407172004,44.85170587064696,564.8671974160018,23.460763580428257,31.530367111030717,41.23708559042335,19.234749408790332,6.3492940865572365,769.569618411178
5,6,sep,mon,88.98194081027675,61.61220833682551,291.2167872397708,10.73425765688157,29.392009689559465,64.70795746774327,2.9701154238725036,8.266205094108209,838.2256545433646
8,3,jan,fri,91.78436372095912,236.0958192402917,342.1471904907709,27.354000240124662,32.020832752582905,59.765805183438395,9.547298315110668,5.678356148984324,639.1728888062936
8,2,jul,sun,83.14565033737871,93.68555949129204,265.5372863038495,26.90138892701268,33.507006165346155,96.95856508056723,11.966906957508606,0.2635082126434607,601.7285575871994
3,4,mar,sun,90.9449836563239,179.0237930446502,663.4708047907641,13.368259507958696,30.94817034094708,75.7499091363456,0.8490549959988103,5.843096078914992,262.6033344114428
9,2,oct,sat,82.93332497305558,54.65917254384311,408.16979638054204,10.217256759177268,32.433310703450246,70.38501696605833,17.18733952025621,6.255510886681205,172.90720677112293
1,2,sep,wed,98.99809102140942,118.21244967699036,426.89965997481255,18.902711288682973,21.72131790048509,46.62211972508533,4.405742125667775,5.135940868431361,556.1575080655837
2,6,sep,tue,94.52234336759363,201.35077863014746,540.6066295391105,20.08581866739316,20.204157197412947,36.7694474927029,3.254838683851078,7.2182764932713095,833.2996880868503
3,6,jun,sat,80.08084297159917,235.1568167397417,670.59200598382,21.054774327041027,29.406431822415986,98.58115127703809,10.451572060546816,5.455612771489532,687.0137248619099
4,1,apr,thu,90.16001949885494,14.847366368759406,360.096594715294,13.57385165415237,17.891193274313668,90.69512336928415,9.259854050180591,1.8382877054911728,115.73996219101367
4,5,apr,sat,98.93344432966558,56.331925226606764,423.18661369375627,3.958068611314367,24.29822620616177,44.40311370898419,6.063978282988616,8.790654950866395,13.306195281172384
7,2,oct,fri,97.57385119603552,48.55442838106316,533.8399929934371,24.585126900978704,35.581964216209784,90.15099332390798,0.622036894059681,5.108090911001776,250.02386462216143
5,4,jun,sun,97.38025877303963,132.89078381294746,443.5616259742255,11.841611552489377,24.315076884995793,69.81061264408815,0.1718910862663603,9.412230080250206,506.5733376270728
3,6,feb,thu,82.92123374716604,32.8195973624666,438.4451350271549,0.2522965838507074,38.78256939417967,23.396546347510835,8.720663260894145,5.031782408158022,365.6616184232795
9,4,nov,tue,90.98911511420636,26.443962010865143,75.61228696818993,19.250283047700652,39.620568904017,96.92198081881399,11.042476875085693,3.6253035372776288,871.125061461405
9,4,may,sat,83.86191388402243,46.17720666251116,261.97685362841344,23.5207512759713,37.13305468621358,13.076457526745948,0.877173371739921,6.87388062902908,63.83717252958354
3,2,dec,mon,98.81465348100112,138.69756009228996,62.74559595442932,8.810819623000071,7.473139940317772,75.78462759420694,15.530739638815074,6.5167328062866146,732.7978250758247
2,4,aug,wed,84.52381120095212,286.05208101881345,382.03951283649013,5.704941681982749,23.664689186890413,76.19186471902978,2.8138524972230505,3.9230935160448013,701.7655139001173
1,2,feb,sun,94.63004580774182,18.737839992187556,777.8827682765314,4.842489194954141,33.86878175070699,58.19314731845373,7.851715938093465,7.723805632588103,706.8217020004279
7,2,jun,wed,85.59130932017548,254.75997003706016,232.2620974960832,23.484457149437727,27.558380801935606,98.89766183470135,2.5651732929700732,5.664790178176721,348.4113119727584
9,2,jan,sat,90.27616255064785,157.62106366189735,126.1668747558991,20.0252444865784,22.665158392389923,33.428672901604386,17.646801805333656,4.7128378258252654,7.117594957351425
5,5,jan,mon,81.75843746976015,276.6814599744272,558.3422859161908,1.034693381331594,27.533464300160922,25.69288520849763,11.674802381046641,4.345526293158503,480.22366593991796
1,4,aug,thu,93.03376101764997,172.41238082831197,655.9342979790607,11.108552371038911,30.39456523657119,67.02787940658905,16.834643118640457,3.0127472491970977,967.1363819057772
7,3,mar,sun,86.02666983452811,188.98842191995064,691.8932178147943,0.6177532428524735,37.89665062498528,84.48540294233604,13.955068413441902,8.600516784669722,995.7959708464198
3,6,nov,tue,87.4479106828975,219.47691147718155,751.7425155571066,9.547244497156768,16.057547205628737,71.43684951540429,18.25158187887031,0.2553892774504485,411.50886164042487
6,7,may,wed,85.84002858929168,255.34083056949828,144.65743336377832,5.007037549877662,25.492971753460377,10.165793648692468,1.3151872826819533,1.0443865094505222,349.60150038419135
6,4,mar,thu,86.59820171376057,150.1611814307014,180.07065260293612,17.851665667162646,27.13207806167645,89.00305289883875,19.233163065960778,9.13567439044855,434.1372859318753
8,6,jun,mon,99.93179384153457,129.5599237781523,572.8669187551607,13.412912546333516,25.786273549266962,84.63021969953913,3.285731472864153,4.873190437310948,383.68118901157686
1,9,apr,mon,92.05997241945829,124.28677694833934,525.2201176547298,15.340648833148062,14.016256535841938,18.501008024593517,1.2255151663991293,1.4793784805530674,258.127962602972
9,1,nov,tue,86.09315063896648,203.93979907316944,207.1312875323878,19.289594404866495,20.538897246652258,11.377796289578693,17.191172864926585,8.81339908395257,627.0134935085447
9,9,nov,mon,90.86893398974608,171.3258320166037,504.7095398495288,2.691813580007464,11.977495768225847,49.10096696831857,8.049818631532812,4.3049701265487,920.0105698813632
5,8,dec,fri,94.80248712102812,128.85921443710927,370.9840526041994,19.31315580418072,17.643470586755498,85.8770759098105,13.861404468714566,6.362962948890458,342.63864242976314
8,3,jan,thu,83.27666225330341,30.773320172685626,598.113241132845,24.98420050177122,34.358959304923516,48.29284042506889,10.483314623477487,6.943941803420964,534.5003241372915
1,4,may,sat,91.37008187865713,87.00784043557603,184.7874920693724,9.103204996841852,18.300138913437806,92.01899200810401,0.6598744279997115,5.304611286728175,200.6600355705972
1,7,may,sun,84.26945569583434,212.28602188993392,80.97725781110184,22.430212021488778,9.52742799304439,50.512071086547046,7.709063638063087,3.881383058223612,929.1844978355427
6,4,mar,tue,97.6468741453152,37.424741904242445,704.7301830551735,14.726387824479348,13.9502236559707,51.8450911827165,11.450519214572045,2.990355228323631,368.83450801179873
1,9,mar,mon,90.44456559505058,38.39073446489218,523.7531997730849,13.401650314383867,29.351082319923858,46.13333339399773,0.6731697109442281,5.78987104511957,52.537211983437636
2,2,jun,thu,95.7202934397617,12.587017628630615,0.8174607113804022,28.509895292223636,12.217048395289094,46.53623397857738,8.739215725727874,7.1820154943898835,651.4047768631294
5,3,oct,sun,97.44809648927307,146.16659758723313,466.7620492310099,13.525992512374822,25.506947101589542,14.877985007310352,10.321638973441935,1.5687339414482437,770.9946607889159
3,1,may,tue,83.64156770178161,206.54527816938992,171.32129245360588,15.125968911955484,8.647101468657805,49.92880738925089,11.0075293773394,9.38205722069846,43.64078680488903
1,3,oct,sat,84.41443910141595,260.05237020586316,748.2720516198561,8.684928477329507,39.638367124784075,39.46874389850851,8.339169398797747,0.4814636980346654,923.8400703507506
1,9,apr,wed,80.28032714020353,121.93479744512226,588.8052624503697,9.051010537986143,6.512161486512426,56.37534180902666,16.695010210533127,0.7515527234144848,862.7068132283503
7,2,mar,thu,83.78232416689251,146.9806579713433,329.0943832772788,14.795953266745922,28.961974307139247,40.71728794657761,6.702307788866326,6.86652910989133,862.3644936567507
1,7,jul,wed,91.46838404796118,50.33581867508148,635.97821646083,27.10209048331656,18.817102643859663,48.93985456820611,3.352735986825117,0.01649266287600981,840.1317445280229
7,5,aug,fri,89.95633936323566,142.21158491829036,552.5848974544651,19.555618896836748,27.556524261215774,81.6936867592264,0.5254218804699962,6.09554468660339,993.1944915416025
1,2,apr,sun,88.0386486772163,243.60030515388326,121.47941407431873,18.169199260580548,33.21406640677915,81.91924564274565,0.9309614002173849,0.21133106915538158,312.98300585770846
8,6,jun,sun,90.85082933763917,122.32680057253066,220.8328252789858,14.232946982466197,35.23305961661606,23.538716289471417,16.113630388128136,8.385480933047207,776.7925704826498
9,6,jul,sat,95.67233902073258,105.09234901647815,136.8701586690742,16.880273465462846,16.70838711347568,12.054560660872426,15.639840218082583,0.47907803023460316,999.760976518484
9,4,feb,sun,87.11619186629004,157.27924158584088,220.33057847401497,25.9846451751358,10.261084340967978,64.76645270459647,11.70403219240704,3.0737735980363547,129.8394181852046
3,6,feb,tue,91.30626326044734,176.53532156061488,728.7718225472306,17.364688854389925,38.561379191577295,78.62043395042717,0.12057476086900998,8.95556577256597,479.5716341131748
7,3,jul,tue,89.2865341246452,276.08715357953315,280.033758813788,17.13783305738449,28.102295427990075,57.68080430924371,15.905276488078462,0.5627803276977028,826.5678542025863
3,4,dec,sat,87.64255168594633,162.0228933228532,663.6491348568914,21.062042079355415,28.973435663165553,14.702674880839712,5.564308585567224,7.598462463972901,434.33702864520075
6,7,jun,sat,86.30905381168961,215.53506616125804,690.439307918155,23.7245445348356,10.87148515616817,61.28062150496642,0.6504124655449761,7.164900264141264,101.98058448064984
3,1,jun,mon,91.00158168559247,197.41023163198446,733.5260078318943,9.4350951203236,17.45839545180796,99.92050242064106,18.056428340084523,9.86831462746826,145.87809286763732
